2013; 3; 27; 19; 42; 18.75; -102.79| 4.2
2013; 3; 27; 20; 53; 14.15; -92.16| 4.9
2013; 3; 28; 1; 37; 15.01; -93.31| 4.1
2013; 3; 28; 11; 3; 18.97; -104.4| 4
2013; 3; 28; 12; 14; 14.07; -92.32| 4.1
2013; 3; 28; 17; 40; 13.42; -92.14| 4.1
2013; 3; 28; 20; 42; 15.63; -94.39| 4
2013; 3; 28; 22; 0; 15.47; -93.77| 4.1
2013; 3; 28; 22; 34; 14.77; -93.46| 4
2013; 3; 28; 23; 0; 13.84; -91.98| 4.1
2013; 3; 29; 0; 46; 15.53; -98.51| 4.1
2013; 3; 30; 10; 55; 16.58; -99.05| 4
2013; 4; 1; 4; 56; 17.35; -101.19| 4.1
2013; 4; 1; 8; 12; 16.33; -98.26| 4
2013; 4; 3; 4; 5; 14.02; -92.09| 4
2013; 4; 3; 6; 15; 14.79; -93.65| 4.1
2013; 4; 3; 15; 11; 16.54; -98.9| 4
2013; 4; 4; 4; 34; 16.81; -95.23| 4
2013; 4; 4; 19; 58; 17.08; -100.82| 5.3
2013; 4; 9; 19; 38; 15.46; -94.09| 4.1
2013; 4; 9; 21; 2; 31.51; -114.37| 4.1
2013; 4; 10; 14; 13; 15.96; -86.52| 5.4
2013; 4; 11; 4; 2; 14.81; -91.42| 4.2
2013; 4; 11; 18; 57; 13.95; -91.96| 4.5
2013; 4; 11; 21; 53; 14.3; -93.23| 4
2013; 4; 11; 22; 45; 17.78; -101.58| 5.2
2013; 4; 11; 23; 58; 17.8; -101.62| 4
2013; 4; 12; 0; 45; 17.79; -101.63| 4
2013; 4; 12; 9; 52; 17.8; -101.6| 4
2013; 4; 12; 16; 15; 16.3; -97.99| 4.4
2013; 4; 12; 21; 3; 15.65; -94.16| 4.1
2013; 4; 13; 3; 18; 17.39; -101.52| 4.2
2013; 4; 13; 6; 21; 14.74; -93.28| 4
2013; 4; 13; 6; 58; 14.12; -92.75| 4
2013; 4; 13; 10; 13; 17.26; -93.92| 4.2
2013; 4; 14; 23; 15; 16.3; -95.85| 4.1
2013; 4; 15; 4; 5; 16.48; -93.44| 4
2013; 4; 15; 11; 46; 15.83; -94.37| 4
2013; 4; 15; 19; 8; 16.61; -99.32| 4
2013; 4; 15; 21; 24; 15.17; -91.94| 4
2013; 4; 15; 22; 23; 16.91; -94.62| 4.2
2013; 4; 16; 12; 4; 14.4; -92.52| 4
2013; 4; 16; 20; 3; 14.37; -93.95| 4
2013; 4; 16; 21; 58; 32.13; -115.82| 4
2013; 4; 17; 0; 24; 13.72; -92.41| 4.1
2013; 4; 17; 5; 44; 15.74; -94.05| 4.2
2013; 4; 17; 6; 44; 14.8; -94.44| 4.2
2013; 4; 17; 7; 1; 15.1; -94.51| 4.1
2013; 4; 18; 6; 9; 16.53; -98.52| 4
2013; 4; 18; 7; 37; 15.19; -92.12| 4.5
2013; 4; 18; 19; 56; 16.62; -94.87| 4
2013; 4; 18; 21; 3; 16.56; -95.03| 4
2013; 4; 19; 0; 33; 16.27; -97.97| 4
2013; 4; 19; 3; 4; 15.53; -94.45| 4
2013; 4; 19; 5; 47; 18.26; -103.57| 4
2013; 4; 20; 0; 5; 15.89; -98.63| 4.7
2013; 4; 20; 0; 19; 16.02; -98.64| 4.3
2013; 4; 20; 2; 58; 16.45; -99.51| 4
2013; 4; 21; 0; 56; 16.53; -98.39| 4
2013; 4; 21; 1; 35; 13.81; -91.71| 4
2013; 4; 21; 4; 45; 18.45; -107.25| 4.3
2013; 4; 21; 7; 37; 17.92; -102.32| 4.1
2013; 4; 21; 7; 50; 15.52; -95.67| 4.1
2013; 4; 21; 10; 35; 16.97; -94.21| 4.1
2013; 4; 21; 20; 16; 17.87; -102.19| 5.8
2013; 4; 21; 21; 25; 17.82; -102.27| 4
2013; 4; 21; 21; 44; 14.2; -91.74| 4
2013; 4; 21; 22; 16; 17.68; -102.36| 4
