Year,Month,Day,Hour,Minute,Latitude,Longitude,Magnitude,Dangerous
2010,7,15,0,50,14.22,-92.28,4,0
2010,7,15,1,28,14.05,-92.33,4.2,0
2010,7,15,1,49,19.52,-103.06,4.1,0
2010,7,15,5,55,16.94,-100.24,4.1,0
2010,7,15,7,16,16.77,-93.8,4.2,0
2010,7,15,12,18,17.7,-101.54,4.3,0
2010,7,15,16,52,16.02,-96.57,4,0
2010,7,15,18,13,31.7,-114.36,4.2,0
2010,7,16,5,58,16.05,-97.14,4,0
2010,7,16,12,17,16.75,-99.29,4,0
2010,7,18,20,52,15,-92.06,4.2,0
2010,7,18,22,5,16.77,-102.1,4,0
2010,7,21,6,33,16.53,-94.4,4.4,0
2010,7,21,19,51,15.99,-94.09,4,0
2010,7,21,23,46,14.62,-93.83,4,0
2010,7,22,4,58,17.16,-93.97,4.1,0
2010,7,22,10,28,13.85,-93.02,4,0
2010,7,23,22,54,16.48,-94.99,4.4,0
2010,7,24,1,20,17.06,-95.13,4.6,0
2010,7,24,1,52,17.38,-96.02,4.4,0
2010,7,24,7,4,13.97,-91.99,4.1,0
2010,7,24,8,3,16.6,-100.46,4.1,0
2010,7,24,9,48,18.3,-101.2,4.2,0
2010,7,24,11,0,14.27,-92.17,4.2,0
2010,7,24,14,1,15.96,-97.71,4.1,0
2010,7,24,14,19,16.57,-94.64,4.2,0
2010,7,24,18,27,15.64,-94.45,4.3,0
2010,7,24,23,56,17.53,-94.66,4.2,0
2010,7,25,7,16,15.28,-93.28,4,0
2010,7,25,8,16,16.18,-98.69,4,0
2010,7,25,12,0,15.57,-93.81,4.1,0
2010,7,25,13,37,14.37,-93.84,4.1,0
2010,7,25,18,15,17.18,-94.47,4.1,0
2010,7,26,0,24,28.05,-112.22,4.1,0
2010,7,26,4,47,16.72,-99.36,4,0
2010,7,26,20,38,17.54,-101.29,4,0
2010,7,27,2,17,17.49,-94.72,4.3,0
2010,7,27,11,40,14.23,-92.16,4,0
2010,7,27,18,16,32.28,-115.43,4.2,0
2010,7,27,19,6,16.01,-97.54,4,0
2010,7,27,21,20,15.81,-95.65,4.3,0
2010,7,28,2,19,14.61,-94.35,4.1,0
2010,7,28,2,22,32.22,-115.35,4.1,0
2010,7,28,2,38,16.04,-92.58,4.4,0
2010,7,28,10,33,15.06,-91.44,4,0
2010,7,28,17,20,15.72,-95.99,4.1,0
2010,7,28,18,17,15.39,-95.44,4.1,0
2010,7,28,23,10,17.9,-99.45,4.2,0
2010,7,28,23,45,15.91,-94.5,4.3,0
2010,7,29,2,19,15.71,-94.47,4.1,0
2010,7,29,5,19,32.33,-115.03,4.3,0
2010,7,29,13,2,32.39,-115.4,4,0
2010,7,29,19,26,15.98,-97.69,4,0
2010,7,30,7,36,24.57,-109.9,4.1,0
2010,7,30,8,14,16.82,-96.29,4.2,0
2010,7,30,16,19,15.71,-95.58,4.3,0
2010,8,1,8,8,14.3,-92.22,4,0
2010,8,1,21,20,16.43,-99.34,4.1,0
2010,8,4,0,17,16.78,-100.27,4,0
2010,8,4,4,17,16.47,-98.29,4,0
2010,8,4,20,53,18,-95.63,4.1,0
2010,8,5,4,20,18.69,-101.23,4.5,0
2010,8,5,11,42,16.64,-95,4,0
2010,8,5,18,33,15.21,-94.24,4,0
2010,8,5,21,3,16.31,-99,4,0
2010,8,6,1,51,16.13,-96.05,4.4,0
2010,8,6,10,13,14.16,-92.45,4,0
2010,8,6,12,27,17.3,-105.58,4,0
2010,8,7,0,1,16.93,-96.67,4.3,0
2010,8,7,7,56,17.76,-103.51,4.1,0
2010,8,7,8,35,16.83,-100,4,0
2010,8,7,15,55,17.6,-94.98,4.1,0
2010,8,8,10,17,16.08,-94.81,4.3,0
2010,8,8,12,46,13.93,-92.46,4,0
2010,8,9,9,5,14.54,-92.71,4.1,0
2010,8,9,12,36,32.23,-115.29,4.5,0
2010,8,10,7,45,16.17,-98.02,4.2,0
2010,8,10,11,40,15.46,-94.75,4.2,0
2010,8,10,15,56,14.86,-91.8,4.4,0
2010,8,11,9,59,32.47,-115.1,4,0
2010,8,11,10,39,18.9,-104.1,4.1,0
2010,8,11,12,23,30.34,-114.4,4.2,0
2010,8,11,13,35,17.65,-102.04,4.2,0
2010,8,12,0,2,16.45,-94.56,4,0
2010,8,12,5,55,16.04,-97.18,4.2,0
2010,8,12,7,42,18.15,-103.45,4.1,0
2010,8,12,11,21,32.29,-115.16,4,0
2010,8,12,12,14,23.96,-109.64,4.4,0
2010,8,12,12,49,17.31,-101.31,4.3,0
2010,8,12,23,25,18.09,-101.1,4.1,0
2010,8,13,3,8,15.51,-96.46,4.1,0
2010,8,14,13,25,13.28,-91.87,4.3,0
2010,8,14,20,31,14.55,-94.22,4.2,0
2010,8,16,3,38,17.32,-100.93,4,0
2010,8,16,22,26,16.91,-95.81,4,0
2010,8,17,1,56,16.19,-98.02,4.2,0
2010,8,17,16,50,23.05,-109.94,4.2,0
2010,8,18,0,20,16.4,-94.16,4.1,0
2010,8,18,10,12,13.59,-90.8,4.8,0
2010,8,18,14,33,13.96,-93.38,4,0
2010,8,18,23,58,14.72,-93.24,4,0
2010,8,19,3,49,17.63,-94.77,4.7,0
2010,8,19,17,13,14.41,-91.84,5.2,1
2010,8,19,21,3,18.33,-101.12,4,0
2010,8,20,12,3,15.82,-97.48,4.2,0
2010,8,21,4,0,14.02,-92.75,4.5,0
2010,8,21,21,46,32.27,-115.41,4.3,0
2010,8,22,2,6,18.22,-100.91,4.1,0
2010,8,22,5,33,15.61,-96.29,4.1,0
2010,8,22,9,35,13.68,-91.46,4,0
2010,8,22,10,55,17.16,-94.44,4.2,0
2010,8,22,17,18,32.63,-115.04,4,0
2010,8,22,23,0,15.73,-96.51,4.3,0
2010,8,23,1,3,32.17,-115.05,4.3,0
2010,8,23,14,26,13.83,-91.84,4.4,0
2010,8,23,21,11,18.44,-107.23,6.1,1
2010,8,24,16,43,32.53,-115.25,4.2,0
2010,8,24,21,29,18.34,-105.29,4.5,0
2010,8,25,4,56,16.03,-98.09,4.2,0
2010,8,25,6,13,16.95,-101.11,4.1,0
2010,8,25,7,56,15.84,-94.21,4.1,0
2010,8,25,15,51,16.48,-99.04,4.2,0
2010,8,26,4,11,15.98,-98.64,4.1,0
2010,8,27,4,12,16.22,-97.94,4,0
2010,8,28,13,46,18.56,-107.26,5,1
2010,8,29,10,6,14.4,-93.65,4.2,0
2010,8,29,11,42,13.86,-92.37,4,0
2010,8,29,14,1,16.44,-94.15,4.1,0
2010,8,29,16,1,16.88,-95.87,4.3,0
2010,8,31,7,52,18.12,-100.45,4.1,0
2010,8,31,14,36,16.64,-93.04,4,0
2010,9,2,3,44,15.07,-94.31,4,0
2010,9,3,3,18,16.9,-94.34,4,0
2010,9,3,10,16,15.81,-95.71,4,0
2010,9,4,12,11,32.35,-115.14,4.1,0
2010,9,5,4,20,14.44,-93.64,4,0
2010,9,5,14,55,16.5,-99.26,4.2,0
2010,9,6,11,57,15.5,-94.35,4.1,0
2010,9,7,0,37,15.86,-91.48,4,0
2010,9,7,17,44,18.11,-98.57,4.5,0
2010,9,8,9,17,18.52,-101.58,4.6,0
2010,9,8,11,1,32.23,-115.27,4,0
2010,9,8,12,13,15.93,-96.87,4,0
2010,9,8,18,57,32.22,-115.23,4,0
2010,9,8,23,5,13.87,-92.39,4,0
2010,9,9,0,23,16.31,-97.92,4.2,0
2010,9,9,2,22,14.07,-93.85,4.2,0
2010,9,9,6,9,14.52,-92.56,4,0
2010,9,9,9,5,15.55,-95.85,4.1,0
2010,9,9,19,19,16.39,-98.53,4,0
2010,9,9,21,53,16.45,-98.47,4.1,0
2010,9,9,22,48,16.79,-93.98,4.2,0
2010,9,9,23,50,17.81,-101.81,4.2,0
2010,9,10,6,25,16.04,-95.74,4,0
2010,9,10,21,26,16.33,-98.72,4,0
2010,9,12,0,15,18.14,-102.73,4,0
2010,9,12,6,11,13.42,-90.55,4.2,0
2010,9,14,5,52,32.17,-115.07,5,1
2010,9,14,18,32,21.43,-106.07,5.6,1
2010,9,14,18,46,21.36,-106.02,4.5,0
2010,9,14,22,11,21.37,-106.18,4.3,0
2010,9,14,23,16,17.63,-102.98,4.2,0
2010,9,15,1,5,15.59,-93.52,5.1,1
2010,9,15,1,9,32.22,-115.18,4.6,0
2010,9,15,1,46,29.97,-114.11,4.2,0
2010,9,15,2,26,17.37,-94.24,4.2,0
2010,9,15,2,50,29.79,-114.22,5.1,1
2010,9,15,3,13,29.82,-114.35,4.4,0
2010,9,15,3,21,29.86,-114.28,4.2,0
2010,9,15,7,29,21.38,-106.27,4.8,0
2010,9,17,17,45,18.83,-103.37,4.2,0
2010,9,17,21,5,29.8,-114.34,4.1,0
2010,9,17,23,40,32.54,-115.24,4.2,0
2010,9,18,7,18,17.16,-99.77,4.1,0
2010,9,18,9,14,17.14,-101.47,4,0
2010,9,18,19,4,32.18,-115.06,4.2,0
2010,9,19,10,37,16.17,-97.98,4,0
2010,9,19,17,41,16.63,-95.52,4.4,0
2010,9,19,18,5,16.56,-98.48,4.1,0
2010,9,19,19,30,32.53,-115.16,4.8,0
2010,9,19,21,17,32.19,-115.02,4,0
2010,9,20,2,48,32.21,-115.05,4,0
2010,9,20,22,36,16.49,-95.1,4,0
2010,9,21,7,2,15.37,-91.65,4.1,0
2010,9,21,9,42,15.73,-95.19,5,1
2010,9,21,13,54,32.33,-115.13,4.6,0
2010,9,21,18,7,15.12,-93.18,4.1,0
2010,9,22,2,18,31.95,-115.82,4.3,0
2010,9,22,5,16,15.97,-97.5,4.1,0
2010,9,22,6,25,14.28,-92.35,4.1,0
2010,9,22,12,39,16.09,-96.11,4,0
2010,9,22,13,7,16.38,-97.46,4.1,0
2010,9,22,21,6,15.85,-95.54,4,0
2010,9,22,23,10,14.22,-92.1,4.2,0
2010,9,23,0,13,15.8,-94.46,4.1,0
2010,9,23,17,44,16.67,-99.08,4.2,0
2010,9,23,20,27,15.13,-93.15,4.2,0
2010,9,24,14,42,16.65,-94.49,4,0
2010,9,25,2,40,17.53,-94.35,4,0
2010,9,25,5,56,17.07,-100,4,0
2010,9,25,11,49,31.1,-115.75,4,0
2010,9,26,12,33,17.19,-94.84,4.2,0
2010,9,27,2,45,16.17,-94.88,4.5,0
2010,9,27,5,4,14.35,-92.59,4.3,0
2010,9,28,3,46,18.18,-102.38,4.2,0
2010,9,29,3,19,31.07,-115.67,4,0
2010,9,30,15,37,16.91,-96.7,4,0
2010,10,2,0,51,18.03,-101.73,4,0
2010,10,2,10,51,17.01,-94.37,4.4,0
2010,10,3,0,48,14.33,-93.84,4.1,0
2010,10,3,5,32,16.97,-100.4,4.3,0
2010,10,3,6,20,18.54,-101.4,4,0
2010,10,3,8,44,17.5,-94.68,4.1,0
2010,10,3,15,17,15.39,-93.8,4,0
2010,10,3,18,7,19.48,-103.52,4,0
2010,10,3,18,17,19.33,-104.21,4,0
2010,10,3,18,48,19.32,-103.88,4,0
2010,10,4,20,12,14.18,-92.72,4.1,0
2010,10,6,22,29,17.51,-101.24,4,0
2010,10,7,2,36,17.74,-101.41,4.1,0
2010,10,7,8,22,14.84,-93.72,4,0
2010,10,7,8,24,32.13,-115.56,4,0
2010,10,7,8,55,14.79,-93.77,4,0
2010,10,7,9,23,14.81,-93.71,4.1,0
2010,10,7,18,41,17.3,-101.66,4.2,0
2010,10,8,6,45,31.1,-115.7,4.4,0
2010,10,8,8,17,17.06,-92.31,4,0
2010,10,8,12,28,14.05,-92.67,4,0
2010,10,8,16,22,18.2,-94.56,4,0
2010,10,8,17,55,15.43,-95.38,4.2,0
2010,10,9,14,29,16.58,-91.7,4,0
2010,10,9,18,23,16.01,-97.58,4.1,0
2010,10,11,4,44,17.14,-101,4,0
2010,10,11,9,11,14.48,-92.83,4.4,0
2010,10,11,22,0,32.28,-115.24,4,0
2010,10,12,3,55,17.2,-101.15,4.2,0
2010,10,13,22,0,17.07,-100.14,4,0
2010,10,15,6,23,14.23,-92.1,4.3,0
2010,10,15,6,52,32.32,-115.17,4.1,0
2010,10,15,8,23,15.61,-96.49,4,0
2010,10,15,10,47,15.21,-91.12,4,0
2010,10,15,15,45,17.38,-94.63,4,0
2010,10,15,18,41,13.82,-91.8,4.9,0
2010,10,16,1,43,13.85,-91.86,4.3,0
2010,10,16,4,6,13.8,-92.06,4.1,0
2010,10,16,12,10,16.9,-99.78,4.2,0
2010,10,16,17,43,14.15,-92.5,4,0
2010,10,16,20,42,14.03,-93.3,4,0
2010,10,16,21,5,14.28,-93.52,4,0
2010,10,16,23,56,32.23,-115.17,4,0
2010,10,17,0,25,16.12,-96.59,4.3,0
2010,10,18,0,11,15.51,-95.89,4,0
2010,10,18,6,42,32.55,-115.28,4,0
2010,10,18,21,36,13.39,-91.21,4.1,0
2010,10,19,0,16,14.25,-92.26,4,0
2010,10,19,4,41,32.15,-114.94,4,0
2010,10,19,15,58,32.29,-115.07,4,0
2010,10,19,22,39,24.51,-109.55,4.7,0
2010,10,19,23,9,24.7,-109.3,5.9,1
2010,10,19,23,15,24.67,-109.26,5.6,1
2010,10,19,23,30,24.81,-109.34,4.6,0
2010,10,20,1,58,24.74,-109.44,5.8,1
2010,10,20,2,35,24.84,-109.31,4.4,0
2010,10,20,3,16,16.3,-95.95,4.1,0
2010,10,20,11,4,18.3,-101.07,4,0
2010,10,20,13,22,15.36,-94.66,4.2,0
2010,10,20,15,19,13.8,-92.68,4.1,0
2010,10,20,17,5,31.31,-116.07,4.3,0
2010,10,20,18,1,31.34,-116.03,4.3,0
2010,10,21,6,33,17.07,-94.93,4.3,0
2010,10,21,8,21,14.56,-93.48,4.2,0
2010,10,21,12,53,24.62,-109.43,6.5,1
2010,10,21,17,38,24.66,-109.51,4.1,0
2010,10,21,19,8,15.31,-92.79,4.2,0
2010,10,21,22,1,24.51,-109.18,4,0
2010,10,21,23,10,24.44,-109.18,4.1,0
2010,10,23,6,53,24.86,-109.54,4.1,0
2010,10,23,17,4,14.71,-94.54,4.2,0
2010,10,23,21,3,14.25,-93.37,4,0
2010,10,24,6,16,14.18,-93.42,4,0
2010,10,24,16,20,13.67,-90.6,4,0
2010,10,25,5,6,24.88,-110.03,4.8,0
2010,10,25,5,8,24.85,-109.68,4.6,0
2010,10,25,18,36,24.22,-109.43,4.1,0
2010,10,26,11,31,17.1,-94.22,4,0
2010,10,26,23,37,13.09,-90.94,4.1,0
2010,10,27,7,48,23.25,-108.41,4.6,0
2010,10,27,8,58,14.26,-93.62,4,0
2010,10,27,14,39,17.34,-94.44,4.1,0
2010,10,27,21,22,22.74,-108.42,5.1,1
2010,10,28,12,11,13.51,-91.71,4.8,0
2010,10,30,21,22,17.98,-102.28,4.5,0
2010,10,31,22,9,16.51,-98.07,4.1,0
2010,11,1,5,26,16.57,-94.48,4.4,0
2010,11,1,5,52,16.62,-99.87,4,0
2010,11,1,17,16,16.68,-93.9,5,1
2010,11,1,21,37,13.71,-92.47,4.6,0
2010,11,1,22,54,16.67,-95.9,4,0
2010,11,2,7,51,31.55,-115.75,4.2,0
2010,11,2,17,20,15.04,-93.56,4,0
2010,11,3,1,25,14.06,-92.56,4,0
2010,11,4,7,23,31.17,-115.66,4.1,0
2010,11,4,9,10,16.21,-95.62,4.4,0
2010,11,4,10,59,13.7,-92.16,4,0
2010,11,4,13,40,32.99,-116.46,4.6,0
2010,11,4,22,48,13.73,-92.9,4,0
2010,11,5,4,35,14.08,-92.8,4.4,0
2010,11,5,19,11,18.05,-99.61,4,0
2010,11,5,22,0,16.89,-100.37,4,0
2010,11,6,6,51,15.06,-93.52,4,0
2010,11,6,14,18,17.36,-100.57,4,0
2010,11,7,0,37,30.97,-115.63,4,0
2010,11,7,11,32,22.44,-108.43,4.2,0
2010,11,8,2,6,17.5,-101.18,4.1,0
2010,11,8,10,59,17.11,-94.87,4.2,0
2010,11,9,20,7,13.87,-92.25,4,0
2010,11,10,6,36,15.31,-94.52,4.2,0
2010,11,10,10,41,15.37,-93.39,4,0
2010,11,11,5,6,14.21,-92.14,4,0
2010,11,11,5,8,17.2,-102.41,4.2,0
2010,11,11,8,54,15.49,-93.77,4,0
2010,11,11,9,16,15.5,-93.77,4,0
2010,11,11,10,20,18.47,-100.89,4.1,0
2010,11,11,10,24,27.66,-112.31,4,0
2010,11,14,8,17,17.18,-100.8,4,0
2010,11,14,23,22,17.18,-101.12,4.5,0
2010,11,16,5,50,16.69,-98.09,4,0
2010,11,16,10,52,32.24,-115.16,4,0
2010,11,17,21,59,17.84,-102.67,4.1,0
2010,11,18,11,6,15.75,-90.58,4,0
2010,11,18,17,51,32.28,-115.1,4.1,0
2010,11,18,18,56,33.45,-116.27,4,0
2010,11,18,21,40,14.32,-92.51,4.1,0
2010,11,19,2,8,16.76,-99.7,4.2,0
2010,11,19,20,5,13.8,-91.56,4,0
2010,11,20,3,0,13.29,-91.15,4.1,0
2010,11,20,11,46,18.15,-100.62,4,0
2010,11,20,20,46,17.29,-101.07,4,0
2010,11,22,2,57,16.92,-95.61,4.1,0
2010,11,22,8,20,17.24,-95.4,4.1,0
2010,11,22,20,44,13.41,-91.25,4.1,0
2010,11,23,13,15,16.06,-98.69,4.1,0
2010,11,24,8,1,15.72,-98.89,4.8,0
2010,11,24,9,4,15.89,-98.97,4.3,0
2010,11,24,16,1,15.94,-98.98,4.2,0
2010,11,25,0,42,16.62,-99.32,4.1,0
2010,11,25,9,12,16.25,-98.37,4.2,0
2010,11,25,17,43,18.13,-101.87,4,0
2010,11,25,18,40,16.31,-94.72,4,0
2010,11,26,4,18,13.77,-92.88,4,0
2010,11,26,6,30,14.46,-92.77,4,0
2010,11,26,6,34,32.43,-115.25,4,0
2010,11,26,9,13,17.02,-99.64,4.2,0
2010,11,26,10,55,18.08,-101.33,4.2,0
2010,11,26,16,13,16.13,-95.91,4.5,0
2010,11,26,19,10,16.04,-95.58,4.1,0
2010,11,26,23,7,15.18,-93.15,4,0
2010,11,26,23,32,15.16,-94.04,4.3,0
2010,11,27,3,38,15.54,-93.53,4,0
2010,11,27,4,58,16.9,-98.68,4.1,0
2010,11,28,1,35,14.33,-93.28,4.5,0
2010,11,28,5,1,14.48,-93.17,4.1,0
2010,11,28,6,44,27.83,-111.92,4.2,0
2010,11,28,8,0,14.43,-93.19,4.8,0
2010,11,28,8,12,14.19,-93.12,4,0
2010,11,28,8,20,14.34,-93.32,4.6,0
2010,11,28,12,22,14.31,-93.27,4.1,0
2010,11,28,13,33,24.11,-110.01,4,0
2010,11,29,8,30,16.39,-98.2,4.3,0
2010,11,30,12,30,16.11,-94.17,4.2,0
2010,11,30,18,8,16.42,-97.79,4,0
2010,11,30,20,43,13.66,-92.25,4.1,0
2010,12,1,1,57,25.79,-110.03,4.3,0
2010,12,1,9,13,17.78,-100.08,4.1,0
2010,12,1,16,13,14.99,-92.62,4.1,0
2010,12,1,17,45,13.82,-91.19,4.2,0
2010,12,1,22,5,18.13,-97.79,4,0
2010,12,2,20,4,18.31,-101.11,4.1,0
2010,12,3,1,34,17.96,-97.59,4,0
2010,12,3,5,22,17.87,-97.66,4.3,0
2010,12,3,6,18,16.5,-98.1,4,0
2010,12,3,8,46,16.11,-98.48,4.1,0
2010,12,4,17,56,25.57,-109.92,4.8,0
2010,12,4,18,15,25.36,-109.91,4.1,0
2010,12,5,7,39,14.75,-93.41,4.5,0
2010,12,5,17,3,17.8,-101.43,4.2,0
2010,12,6,6,0,16.22,-98.07,4,0
2010,12,6,23,58,16.79,-95.45,4.4,0
2010,12,8,0,8,16.87,-95.88,4,0
2010,12,8,2,38,25.62,-110.04,4,0
2010,12,8,2,52,16.93,-95.63,4.2,0
2010,12,8,6,45,17.69,-101.36,4.3,0
2010,12,8,8,3,15.68,-96.08,4,0
2010,12,8,8,7,15.64,-95.97,4.4,0
2010,12,8,8,14,15.65,-96.04,4.1,0
2010,12,8,11,54,17.77,-101.38,4.1,0
2010,12,8,17,20,15.66,-96.4,4.3,0
2010,12,8,22,36,16.9,-95.03,4.2,0
2010,12,9,3,2,32.81,-115.73,4.2,0
2010,12,9,7,13,14.64,-93.6,4,0
2010,12,9,16,32,16.7,-98.46,4,0
2010,12,10,5,11,25.01,-109.56,4.2,0
2010,12,10,11,16,32.54,-115.29,4.1,0
2010,12,10,12,45,32.14,-115.76,4.4,0
2010,12,10,21,46,13.79,-91.09,4,0
2010,12,10,22,2,17.31,-100.86,4,0
2010,12,11,6,52,32.24,-115.11,4.8,0
2010,12,11,16,25,32.22,-115.24,4,0
2010,12,11,19,32,32.22,-115.25,4,0
2010,12,12,9,26,32.4,-115.04,4.1,0
2010,12,12,10,24,16.69,-94.91,4,0
2010,12,12,16,15,14.4,-92.19,4,0
2010,12,13,7,38,14.12,-92.7,4.1,0
2010,12,13,14,27,19.26,-105.02,4.4,0
2010,12,13,23,18,15.57,-94.02,4.2,0
2010,12,14,13,40,16.09,-98.14,4.3,0
2010,12,14,21,39,17.73,-94.89,4.4,0
2010,12,15,13,16,33.07,-115.55,4.3,0
2010,12,15,17,56,16.48,-94.82,4.4,0
2010,12,16,4,4,16.83,-100.13,4.1,0
2010,12,16,4,7,14,-92.43,4,0
2010,12,16,12,38,16.64,-99.66,4,0
2010,12,16,18,58,15.81,-93.81,4,0
2010,12,16,22,12,19.58,-109.08,4.9,0
2010,12,17,2,55,15.03,-93.43,4,0
2010,12,17,7,25,14.71,-92.83,4,0
2010,12,18,7,12,16.15,-99.62,4,0
2010,12,18,20,46,18.94,-97.19,4.1,0
2010,12,18,23,15,15.69,-91.87,4.2,0
2010,12,19,1,41,17.08,-92.15,4.2,0
2010,12,19,15,58,16.4,-94.3,4.1,0
2010,12,19,22,11,17.35,-94.18,4,0
2010,12,20,11,21,13.31,-89.76,5.5,1
2010,12,22,22,22,17.18,-100.15,4,0
2010,12,23,3,1,17,-100.2,4,0
2010,12,23,4,58,16.25,-95.98,4.1,0
2010,12,23,6,37,32.41,-115.54,4.3,0
2010,12,23,10,13,17.42,-101.32,4,0
2010,12,23,16,14,16.45,-97.86,4,0
2010,12,24,9,52,15.08,-93.52,4,0
2010,12,25,7,1,15.42,-93.95,4,0
2010,12,25,7,15,17.39,-97.22,4,0
2010,12,25,17,49,16.42,-98.36,4.1,0
2010,12,25,20,31,14.74,-94.09,4.2,0
2010,12,26,5,45,16.86,-100.26,4.2,0
2010,12,26,10,22,13.83,-91.61,4.1,0
2010,12,26,14,13,16.81,-94.98,4.1,0
2010,12,26,14,51,15.29,-93.99,4,0
2010,12,26,21,48,27.66,-112.51,4.2,0
2010,12,26,23,58,27.62,-112.48,4.5,0
2010,12,27,20,38,33.31,-115.58,4.2,0
2010,12,27,20,52,32.76,-115.85,4.3,0
2010,12,27,21,56,15.09,-94.88,4.1,0
2010,12,27,23,5,18.12,-100.23,4.1,0
2010,12,27,23,50,17.03,-94.06,4.4,0
2010,12,28,1,4,27.1,-111.48,4.2,0
2010,12,28,1,56,27.19,-111.52,4.1,0
2010,12,28,9,4,26.98,-111.44,4.2,0
2010,12,28,10,39,16.18,-98.61,4,0
2010,12,28,11,47,14.9,-91.21,4,0
2010,12,28,12,10,16.67,-101.08,4.2,0
2010,12,28,20,11,17.46,-95.05,4.4,0
2010,12,28,20,55,17.26,-99.76,4,0
2010,12,28,22,20,13.93,-92.74,4.1,0
2010,12,29,10,44,27.66,-111.71,4.1,0
2010,12,29,13,28,16.03,-97.44,4,0
2010,12,29,13,50,17.1,-99.98,4,0
2010,12,29,13,57,16.19,-98.07,4.3,0
2010,12,29,16,3,17.03,-98.89,4.1,0
2010,12,29,16,36,14.39,-93.36,4.2,0
2010,12,29,17,14,16.78,-98.48,4.4,0
2010,12,29,21,28,17.89,-101.43,4.2,0
2010,12,29,22,11,14.17,-93.47,4.4,0
2010,12,30,1,10,18.21,-103.55,4.1,0
2010,12,30,2,51,17.81,-101.58,4.1,0
2010,12,30,3,17,22.35,-99.8,4.3,0
2010,12,30,4,32,15.23,-95.62,4.2,0
2010,12,30,6,42,16.13,-94.14,4.3,0
2010,12,30,9,14,17.34,-101.13,4,0
2010,12,30,17,42,17.12,-101.25,4.1,0
2010,12,30,18,4,17.75,-94.79,4.2,0
2010,12,31,0,42,18.02,-102.53,4,0
2011,1,1,10,1,16.92,-96.04,4.4,0
2011,1,1,19,55,17.81,-101.45,4.1,0
2011,1,3,14,25,26.07,-110.18,4,0
2011,1,5,8,45,16.29,-98.26,4.5,0
2011,1,5,13,20,24.38,-109.41,4.8,0
2011,1,7,14,38,14.56,-92.37,4,0
2011,1,7,20,26,13.69,-91.53,4,0
2011,1,8,1,42,17.58,-95.72,4.1,0
2011,1,8,9,19,17.73,-94.59,4.3,0
2011,1,8,18,38,25.62,-109.98,4.4,0
2011,1,8,22,33,17.94,-98.71,4,0
2011,1,9,17,11,14.65,-92.52,4,0
2011,1,9,19,14,16.64,-94.3,4.1,0
2011,1,10,10,23,18.06,-103.33,4,0
2011,1,10,10,56,17.7,-94.6,4.3,0
2011,1,10,11,21,17.29,-101.23,4.2,0
2011,1,10,16,49,14.89,-94.15,4.2,0
2011,1,10,19,19,16.51,-96.07,4.1,0
2011,1,10,21,42,17.11,-94.85,4.5,0
2011,1,10,21,48,13.86,-92.33,4.4,0
2011,1,11,3,56,19.32,-103.55,4.3,0
2011,1,11,4,1,13.75,-91.91,4.1,0
2011,1,11,4,29,15.46,-94.62,4.4,0
2011,1,11,7,51,16.21,-99.45,4.3,0
2011,1,11,9,7,16.05,-98.33,4.4,0
2011,1,11,10,15,27.27,-111.57,4.5,0
2011,1,11,10,38,27.36,-111.73,4.3,0
2011,1,11,20,9,27.14,-111.57,4.4,0
2011,1,11,20,38,27.31,-111.62,4.6,0
2011,1,11,22,46,17.5,-94.64,4.2,0
2011,1,12,5,55,13.54,-93.15,4,0
2011,1,12,7,26,27.06,-111.42,4.1,0
2011,1,12,11,28,26.97,-111.45,4.2,0
2011,1,12,19,17,31.17,-115.69,4,0
2011,1,12,21,34,17.4,-94.6,4.1,0
2011,1,13,5,32,27.21,-111.59,4,0
2011,1,14,0,31,16.15,-97.62,4.2,0
2011,1,14,13,14,14.38,-92.21,4,0
2011,1,14,23,35,16.13,-94.17,4,0
2011,1,15,1,40,14.24,-92.82,4.2,0
2011,1,15,5,35,16.79,-100.68,4.2,0
2011,1,15,6,22,14.91,-93.44,4.4,0
2011,1,15,6,44,16.21,-94.33,4.1,0
2011,1,15,15,42,15.58,-97.37,4,0
2011,1,16,0,28,17.28,-101.11,4,0
2011,1,16,5,55,31.12,-114.23,4.1,0
2011,1,16,15,47,15.19,-93.71,4.4,0
2011,1,17,6,21,13,-91.83,4,0
2011,1,17,15,2,30.84,-114.17,4,0
2011,1,18,5,15,13.83,-92.09,4,0
2011,1,18,6,40,16.78,-94.35,4.3,0
2011,1,19,12,1,18.26,-101.9,4,0
2011,1,19,18,24,15.58,-104.37,4.2,0
2011,1,20,4,1,16.55,-94,5.1,1
2011,1,21,12,23,15.03,-93.87,4,0
2011,1,21,19,27,15.63,-104.17,5.3,1
2011,1,22,0,2,13.88,-91.76,4.3,0
2011,1,22,5,2,13.82,-92.08,4.1,0
2011,1,22,5,28,13.98,-91.5,4.1,0
2011,1,22,17,4,16.88,-95.3,4.1,0
2011,1,22,21,15,31.17,-115.66,4.1,0
2011,1,22,23,30,31.11,-115.68,4.4,0
2011,1,22,23,46,18.78,-92.62,4.2,0
2011,1,22,23,55,31.06,-115.69,4,0
2011,1,23,0,47,32.36,-115.21,4.1,0
2011,1,23,5,40,15.2,-95.92,4.2,0
2011,1,23,9,43,23.97,-109.3,4,0
2011,1,23,12,11,14.93,-93.25,4,0
2011,1,24,2,7,16.36,-93.79,4.2,0
2011,1,24,4,48,16.84,-96.08,4,0
2011,1,24,5,43,32.12,-114.99,4.1,0
